	ProductionUnitId	BatchId	Item	QuantityProduced	QuantityDiscarded	DefectiveQuantitySold
4527	P338	pv868	scissor	78	11	0.0
4528	P338	pv868	paper	198	78	0.0
4529	P338	pv868	rock	166	17	0.0
4530	P631	yt480	scissor	72	21	0.0
4531	P631	yt480	paper	197	133	0.0
4532	P631	yt480	rock	191	51	0.0
4533	P185	lh262	scissor	203	134	0.0
4534	P185	lh262	paper	127	49	0.0
4535	P185	lh262	rock	213	103	0.0
4536	P338	cs810	scissor	133	9	0.0
4537	P338	cs810	paper	244	57	0.0
4538	P338	cs810	rock	297	34	0.0
4539	P465	oy234	scissor	45	2	0.0
4540	P465	oy234	paper	177	9	22.0
4541	P465	oy234	rock	111	10	0.0
4542	P743	ti669	scissor	226	134	0.0
4543	P743	ti669	paper	240	71	47.0
4544	P743	ti669	rock	234	129	0.0
4545	P796	be439	scissor	64	13	0.0
4546	P796	be439	paper	161	38	0.0
4547	P796	be439	rock	121	59	0.0
4548	P506	lp121	scissor	218	18	0.0
4549	P506	lp121	paper	232	78	15.0
4550	P506	lp121	rock	127	3	68.0
4551	P349	th197	scissor	166	36	0.0
4552	P349	th197	paper	83	28	1.0
4553	P349	th197	rock	60	48	0.0
4554	P316	oe101	scissor	171	58	38.0
4555	P316	oe101	paper	171	32	51.0
4556	P316	oe101	rock	214	83	29.0
4557	P383	lg594	scissor	265	4	0.0
4558	P383	lg594	paper	228	132	26.0
4559	P383	lg594	rock	94	9	25.0
4560	P548	ne505	scissor	195	71	0.0
4561	P548	ne505	paper	196	40	0.0
4562	P548	ne505	rock	71	0	9.0
4563	P316	et715	scissor	200	120	0.0
4564	P316	et715	paper	312	156	67.0
4565	P316	et715	rock	27	13	0.0
4566	P299	nu712	scissor	192	35	48.0
4567	P299	nu712	paper	212	25	18.0
4568	P299	nu712	rock	304	149	29.0
4569	P409	ho380	scissor	67	36	0.0
4570	P409	ho380	paper	70	33	0.0
4571	P409	ho380	rock	43	24	0.0
4572	P411	bj346	scissor	116	36	0.0
4573	P411	bj346	paper	145	94	0.0
4574	P411	bj346	rock	188	5	0.0
4575	P022	we334	scissor	274	14	0.0
4576	P022	we334	paper	118	54	0.0
4577	P022	we334	rock	180	101	25.0
4578	P717	bk592	scissor	95	0	17.0
4579	P717	bk592	paper	194	72	0.0
4580	P717	bk592	rock	116	4	46.0
4581	P332	ou136	scissor	219	31	0.0
4582	P332	ou136	paper	265	43	34.0
4583	P332	ou136	rock	221	74	80.0
4584	P136	mq478	scissor	120	5	0.0
4585	P136	mq478	paper	322	46	42.0
4586	P136	mq478	rock	156	8	46.0
4587	P561	oe361	scissor	283	19	0.0
4588	P561	oe361	paper	83	0	0.0
4589	P561	oe361	rock	276	91	0.0
4590	P542	gz376	scissor	54	4	2.0
4591	P542	gz376	paper	278	60	18.0
4592	P542	gz376	rock	280	87	0.0
4593	P374	ks662	scissor	127	2	12.0
4594	P374	ks662	paper	354	149	45.0
4595	P374	ks662	rock	124	61	0.0
4596	P879	hc714	scissor	224	76	0.0
4597	P879	hc714	paper	66	20	0.0
4598	P879	hc714	rock	224	149	22.0
4599	P468	nc441	scissor	242	120	0.0
4600	P468	nc441	paper	284	110	0.0
4601	P468	nc441	rock	170	21	20.0
4602	P887	rq866	scissor	173	135	0.0
4603	P887	rq866	paper	221	160	0.0
4604	P887	rq866	rock	141	53	0.0
4605	P280	cq094	scissor	229	110	42.0
4606	P280	cq094	paper	78	18	26.0
4607	P280	cq094	rock	307	111	66.0
4608	P069	bx858	scissor	128	2	23.0
4609	P069	bx858	paper	176	16	10.0
4610	P069	bx858	rock	310	48	33.0
4611	P590	mm617	scissor	59	6	41.0
4612	P590	mm617	paper	132	21	0.0
4613	P590	mm617	rock	208	99	0.0
4614	P874	mx431	scissor	161	62	0.0
4615	P874	mx431	paper	119	23	25.0
4616	P874	mx431	rock	119	0	0.0
4617	P384	rl263	scissor	171	51	0.0
4618	P384	rl263	paper	126	39	20.0
4619	P384	rl263	rock	88	3	25.0
4620	P708	xv305	scissor	172	28	63.0
4621	P708	xv305	paper	87	13	0.0
4622	P708	xv305	rock	129	8	0.0
4623	P159	rl266	scissor	191	2	0.0
4624	P159	rl266	paper	158	27	6.0
4625	P159	rl266	rock	203	89	23.0
4626	P754	ej649	scissor	280	58	88.0
4627	P754	ej649	paper	128	17	0.0
4628	P754	ej649	rock	353	30	0.0
4629	P597	rm742	scissor	100	33	0.0
4630	P597	rm742	paper	194	20	0.0
4631	P597	rm742	rock	56	3	42.0
4632	P954	be352	scissor	58	13	0.0
4633	P954	be352	paper	65	2	0.0
4634	P954	be352	rock	277	136	0.0
4635	P157	fj074	scissor	203	72	10.0
4636	P157	fj074	paper	284	49	38.0
4637	P157	fj074	rock	167	0	12.0
4638	P597	sj443	scissor	281	9	63.0
4639	P597	sj443	paper	133	45	7.0
4640	P597	sj443	rock	303	159	0.0
4641	P328	vq157	scissor	304	103	0.0
4642	P328	vq157	paper	233	29	0.0
4643	P328	vq157	rock	137	2	73.0
4644	P688	vq154	scissor	245	72	0.0
4645	P688	vq154	paper	121	17	0.0
4646	P688	vq154	rock	98	22	0.0
4647	P858	uv258	scissor	356	83	15.0
4648	P858	uv258	paper	200	103	0.0
4649	P858	uv258	rock	203	80	13.0
4650	P961	qa351	scissor	131	31	0.0
4651	P961	qa351	paper	338	57	58.0
4652	P961	qa351	rock	182	5	0.0
4653	P152	gt350	scissor	131	42	0.0
4654	P152	gt350	paper	254	154	0.0
4655	P152	gt350	rock	156	119	29.0
4656	P654	vu255	scissor	122	59	10.0
4657	P654	vu255	paper	225	84	0.0
4658	P654	vu255	rock	262	1	0.0
4659	P348	fe058	scissor	263	77	40.0
4660	P348	fe058	paper	314	25	92.0
4661	P348	fe058	rock	197	24	20.0
4662	P135	cv195	scissor	193	127	0.0
4663	P135	cv195	paper	187	31	0.0
4664	P135	cv195	rock	124	3	6.0
4665	P665	gt755	scissor	104	42	6.0
4666	P665	gt755	paper	50	30	0.0
4667	P665	gt755	rock	151	32	16.0
4668	P815	uw122	scissor	285	73	47.0
4669	P815	uw122	paper	307	48	41.0
4670	P815	uw122	rock	233	1	3.0
4671	P167	su691	scissor	133	42	4.0
4672	P167	su691	paper	105	29	0.0
4673	P167	su691	rock	168	68	0.0
4674	P912	pv287	scissor	48	3	0.0
4675	P912	pv287	paper	158	65	0.0
4676	P912	pv287	rock	192	86	3.0
4677	P730	qf135	scissor	198	109	0.0
4678	P730	qf135	paper	251	94	45.0
4679	P730	qf135	rock	135	51	31.0
4680	P139	ye070	scissor	146	66	0.0
4681	P139	ye070	paper	55	4	33.0
4682	P139	ye070	rock	269	104	38.0
4683	P887	xc618	scissor	168	16	0.0
4684	P887	xc618	paper	67	18	28.0
4685	P887	xc618	rock	144	41	0.0
4686	P073	iu815	scissor	161	65	0.0
4687	P073	iu815	paper	181	43	0.0
4688	P073	iu815	rock	138	91	0.0
4689	P077	wz518	scissor	103	94	1.0
4690	P077	wz518	paper	84	56	1.0
4691	P077	wz518	rock	77	13	0.0
4692	P245	ob089	scissor	160	47	0.0
4693	P245	ob089	paper	275	34	44.0
4694	P245	ob089	rock	277	133	49.0
4695	P125	ds803	scissor	81	10	0.0
4696	P125	ds803	paper	231	146	2.0
4697	P125	ds803	rock	34	1	0.0
4698	P020	zx601	scissor	122	19	0.0
4699	P020	zx601	paper	230	95	39.0
4700	P020	zx601	rock	265	36	0.0
4701	P426	da830	scissor	130	54	0.0
4702	P426	da830	paper	204	187	0.0
4703	P426	da830	rock	106	9	0.0
4704	P665	jy437	scissor	278	10	44.0
4705	P665	jy437	paper	304	36	0.0
4706	P665	jy437	rock	426	16	37.0
4707	P673	xc953	scissor	118	21	1.0
4708	P673	xc953	paper	72	10	0.0
4709	P673	xc953	rock	177	19	0.0
4710	P638	fs653	scissor	104	56	0.0
4711	P638	fs653	paper	238	95	42.0
4712	P638	fs653	rock	167	39	0.0
4713	P549	tv330	scissor	220	52	0.0
4714	P549	tv330	paper	92	21	25.0
4715	P549	tv330	rock	51	2	0.0
4716	P715	tc933	scissor	111	35	0.0
4717	P715	tc933	paper	115	45	0.0
4718	P715	tc933	rock	76	39	9.0
4719	P501	wp572	scissor	260	127	17.0
4720	P501	wp572	paper	102	16	0.0
4721	P501	wp572	rock	211	93	35.0
4722	P742	by092	scissor	307	37	0.0
4723	P742	by092	paper	246	122	49.0
4724	P742	by092	rock	138	39	22.0
4725	P763	yt825	scissor	199	43	0.0
4726	P763	yt825	paper	214	127	0.0
4727	P763	yt825	rock	292	147	35.0
4728	P469	cv687	scissor	199	22	48.0
4729	P469	cv687	paper	188	35	34.0
4730	P469	cv687	rock	209	81	0.0
4731	P217	ok417	scissor	218	115	0.0
4732	P217	ok417	paper	88	34	0.0
4733	P217	ok417	rock	210	1	7.0
4734	P687	jq596	scissor	255	77	0.0
4735	P687	jq596	paper	123	56	0.0
4736	P687	jq596	rock	147	5	7.0
4737	P920	mo616	scissor	189	5	0.0
4738	P920	mo616	paper	217	51	0.0
4739	P920	mo616	rock	153	46	42.0
4740	P670	bt908	scissor	267	10	0.0
4741	P670	bt908	paper	199	21	74.0
4742	P670	bt908	rock	77	4	0.0
4743	P920	wt328	scissor	192	94	0.0
4744	P920	wt328	paper	113	3	21.0
4745	P920	wt328	rock	273	71	29.0
4746	P268	gc993	scissor	403	5	31.0
4747	P268	gc993	paper	232	85	0.0
4748	P268	gc993	rock	265	15	0.0
4749	P912	kz687	scissor	159	31	13.0
4750	P912	kz687	paper	150	56	0.0
4751	P912	kz687	rock	121	5	0.0
4752	P711	hr893	scissor	359	90	7.0
4753	P711	hr893	paper	133	43	0.0
4754	P711	hr893	rock	325	87	90.0
4755	P955	hi074	scissor	406	140	176.0
4756	P955	hi074	paper	215	43	0.0
4757	P955	hi074	rock	282	187	32.0
4758	P506	kw492	scissor	361	24	39.0
4759	P506	kw492	paper	344	49	0.0
4760	P506	kw492	rock	306	43	0.0
4761	P805	ih681	scissor	342	54	89.0
4762	P805	ih681	paper	288	120	0.0
4763	P805	ih681	rock	100	10	0.0
4764	P370	vp020	scissor	285	0	8.0
4765	P370	vp020	paper	161	10	0.0
4766	P370	vp020	rock	316	53	42.0
4767	P096	wj081	scissor	135	113	0.0
4768	P096	wj081	paper	230	89	0.0
4769	P096	wj081	rock	214	97	0.0
4770	P349	pq718	scissor	111	30	0.0
4771	P349	pq718	paper	282	108	31.0
4772	P349	pq718	rock	227	41	0.0
4773	P156	ei933	scissor	389	21	87.0
4774	P156	ei933	paper	195	11	0.0
4775	P156	ei933	rock	105	37	0.0
4776	P533	pb239	scissor	302	40	26.0
4777	P533	pb239	paper	169	24	38.0
4778	P533	pb239	rock	105	60	32.0
4779	P993	uj417	scissor	207	65	0.0
4780	P993	uj417	paper	83	49	0.0
4781	P993	uj417	rock	187	13	0.0
4782	P002	dv987	scissor	177	85	0.0
4783	P002	dv987	paper	151	44	64.0
4784	P002	dv987	rock	70	13	0.0
4785	P432	kg193	scissor	261	27	5.0
4786	P432	kg193	paper	291	3	0.0
4787	P432	kg193	rock	360	137	86.0
4788	P287	ha371	scissor	163	58	0.0
4789	P287	ha371	paper	214	123	0.0
4790	P287	ha371	rock	32	6	2.0
4791	P924	jt520	scissor	209	8	36.0
4792	P924	jt520	paper	44	5	39.0
4793	P924	jt520	rock	221	128	16.0
4794	P651	fv898	scissor	301	137	0.0
4795	P651	fv898	paper	113	13	55.0
4796	P651	fv898	rock	314	38	36.0
4797	P383	co427	scissor	266	104	25.0
4798	P383	co427	paper	248	15	0.0
4799	P383	co427	rock	313	80	30.0
4800	P073	mv018	scissor	199	128	40.0
4801	P073	mv018	paper	165	8	0.0
4802	P073	mv018	rock	187	6	0.0
4803	P661	ag556	scissor	134	47	0.0
4804	P661	ag556	paper	264	197	0.0
4805	P661	ag556	rock	148	35	8.0
4806	P730	fp058	scissor	124	58	0.0
4807	P730	fp058	paper	171	26	0.0
4808	P730	fp058	rock	247	90	0.0
4809	P680	td850	scissor	140	20	0.0
4810	P680	td850	paper	199	31	0.0
4811	P680	td850	rock	230	49	92.0
4812	P500	qc241	scissor	115	13	0.0
4813	P500	qc241	paper	133	37	0.0
4814	P500	qc241	rock	274	145	0.0
4815	P012	me829	scissor	168	22	5.0
4816	P012	me829	paper	194	98	0.0
4817	P012	me829	rock	170	49	0.0
4818	P607	kf778	scissor	112	58	0.0
4819	P607	kf778	paper	223	29	30.0
4820	P607	kf778	rock	112	10	0.0
4821	P234	pf087	scissor	241	112	0.0
4822	P234	pf087	paper	249	91	47.0
4823	P234	pf087	rock	380	196	0.0
4824	P868	ev955	scissor	131	18	29.0
4825	P868	ev955	paper	104	13	0.0
4826	P868	ev955	rock	231	54	0.0
4827	P024	ez908	scissor	216	133	15.0
4828	P024	ez908	paper	176	104	3.0
4829	P024	ez908	rock	222	43	48.0
4830	P681	ol613	scissor	134	22	0.0
4831	P681	ol613	paper	197	3	31.0
4832	P681	ol613	rock	196	54	13.0
4833	P624	fl487	scissor	159	40	44.0
4834	P624	fl487	paper	108	4	0.0
4835	P624	fl487	rock	29	7	0.0
4836	P434	cx797	scissor	260	47	41.0
4837	P434	cx797	paper	128	2	15.0
4838	P434	cx797	rock	160	0	0.0
4839	P198	sw086	scissor	279	60	33.0
4840	P198	sw086	paper	67	29	11.0
4841	P198	sw086	rock	175	7	17.0
4842	P041	ex266	scissor	167	13	0.0
4843	P041	ex266	paper	79	30	1.0
4844	P041	ex266	rock	68	14	29.0
4845	P986	yk297	scissor	374	131	0.0
4846	P986	yk297	paper	278	20	21.0
4847	P986	yk297	rock	323	134	0.0
4848	P853	tm139	scissor	169	58	20.0
4849	P853	tm139	paper	257	117	0.0
4850	P853	tm139	rock	86	2	0.0
4851	P767	xz216	scissor	258	114	24.0
4852	P767	xz216	paper	330	60	34.0
4853	P767	xz216	rock	225	95	0.0
4854	P695	aw735	scissor	205	165	0.0
4855	P695	aw735	paper	397	58	0.0
4856	P695	aw735	rock	265	96	0.0
4857	P662	cy682	scissor	91	28	0.0
4858	P662	cy682	paper	196	94	0.0
4859	P662	cy682	rock	138	5	40.0
4860	P336	xv785	scissor	135	19	47.0
4861	P336	xv785	paper	267	40	0.0
4862	P336	xv785	rock	107	17	0.0
4863	P089	sj947	scissor	167	38	0.0
4864	P089	sj947	paper	104	34	0.0
4865	P089	sj947	rock	223	28	0.0
4866	P357	jv360	scissor	141	56	0.0
4867	P357	jv360	paper	201	112	3.0
4868	P357	jv360	rock	128	19	0.0
4869	P731	xw013	scissor	262	10	25.0
4870	P731	xw013	paper	268	16	33.0
4871	P731	xw013	rock	140	48	41.0
4872	P105	wn254	scissor	276	43	0.0
4873	P105	wn254	paper	167	58	0.0
4874	P105	wn254	rock	217	15	46.0
4875	P179	gy614	scissor	229	102	36.0
4876	P179	gy614	paper	342	43	0.0
4877	P179	gy614	rock	145	69	0.0
4878	P298	bg261	scissor	167	129	0.0
4879	P298	bg261	paper	140	5	0.0
4880	P298	bg261	rock	199	23	31.0
4881	P338	so642	scissor	208	49	0.0
4882	P338	so642	paper	187	35	0.0
4883	P338	so642	rock	219	69	0.0
4884	P732	sa823	scissor	98	22	0.0
4885	P732	sa823	paper	231	13	75.0
4886	P732	sa823	rock	274	17	45.0
4887	P409	mp865	scissor	81	18	50.0
4888	P409	mp865	paper	212	165	19.0
4889	P409	mp865	rock	193	3	4.0
4890	P992	tn020	scissor	251	78	0.0
4891	P992	tn020	paper	303	21	0.0
4892	P992	tn020	rock	223	58	122.0
4893	P604	wy175	scissor	255	4	0.0
4894	P604	wy175	paper	267	87	44.0
4895	P604	wy175	rock	265	98	0.0
4896	P599	sc278	scissor	124	35	8.0
4897	P599	sc278	paper	300	49	0.0
4898	P599	sc278	rock	150	17	0.0
4899	P893	kn158	scissor	88	41	2.0
4900	P893	kn158	paper	209	163	17.0
4901	P893	kn158	rock	209	82	0.0
4902	P893	xy635	scissor	158	0	41.0
4903	P893	xy635	paper	340	42	54.0
4904	P893	xy635	rock	269	92	15.0
4905	P313	vg916	scissor	294	154	0.0
4906	P313	vg916	paper	287	117	0.0
4907	P313	vg916	rock	222	39	0.0
4908	P874	xa615	scissor	336	165	2.0
4909	P874	xa615	paper	238	109	0.0
4910	P874	xa615	rock	210	10	39.0
4911	P990	si967	scissor	179	44	47.0
4912	P990	si967	paper	92	10	0.0
4913	P990	si967	rock	63	35	0.0
4914	P887	fu806	scissor	264	33	92.0
4915	P887	fu806	paper	137	25	0.0
4916	P887	fu806	rock	212	26	16.0
4917	P489	sc552	scissor	102	32	0.0
4918	P489	sc552	paper	94	33	0.0
4919	P489	sc552	rock	132	24	0.0
4920	P458	sg386	scissor	241	6	40.0
4921	P458	sg386	paper	201	39	0.0
4922	P458	sg386	rock	213	27	0.0
4923	P886	fv330	scissor	66	12	0.0
4924	P886	fv330	paper	133	3	39.0
4925	P886	fv330	rock	38	8	0.0
4926	P864	hy936	scissor	71	33	0.0
4927	P864	hy936	paper	275	88	36.0
4928	P864	hy936	rock	106	0	0.0
4929	P675	vk838	scissor	219	38	0.0
4930	P675	vk838	paper	264	139	46.0
4931	P675	vk838	rock	38	4	0.0
4932	P089	zp918	scissor	141	31	0.0
4933	P089	zp918	paper	97	14	0.0
4934	P089	zp918	rock	147	98	0.0
4935	P749	ei108	scissor	186	9	0.0
4936	P749	ei108	paper	258	12	75.0
4937	P749	ei108	rock	39	1	38.0
4938	P155	do569	scissor	197	91	0.0
4939	P155	do569	paper	196	7	0.0
4940	P155	do569	rock	83	20	0.0
4941	P448	oe777	scissor	298	34	33.0
4942	P448	oe777	paper	200	69	26.0
4943	P448	oe777	rock	273	46	0.0
4944	P887	gy983	scissor	139	89	0.0
4945	P887	gy983	paper	194	60	0.0
4946	P887	gy983	rock	151	0	39.0
4947	P269	iz254	scissor	196	119	39.0
4948	P269	iz254	paper	287	121	0.0
4949	P269	iz254	rock	83	33	0.0
4950	P002	hu936	scissor	133	83	0.0
4951	P002	hu936	paper	201	27	32.0
4952	P002	hu936	rock	285	168	4.0
4953	P422	ar602	scissor	140	29	0.0
4954	P422	ar602	paper	175	71	0.0
4955	P422	ar602	rock	85	2	50.0
4956	P886	dn162	scissor	342	50	35.0
4957	P886	dn162	paper	211	49	46.0
4958	P886	dn162	rock	199	52	3.0
4959	P132	pv871	scissor	116	49	0.0
4960	P132	pv871	paper	198	70	0.0
4961	P132	pv871	rock	246	127	0.0
4962	P425	sz391	scissor	204	107	0.0
4963	P425	sz391	paper	217	125	0.0
4964	P425	sz391	rock	285	1	0.0
4965	P338	ow504	scissor	195	7	21.0
4966	P338	ow504	paper	343	129	0.0
4967	P338	ow504	rock	264	135	50.0
4968	P326	pm070	scissor	124	15	0.0
4969	P326	pm070	paper	185	72	0.0
4970	P326	pm070	rock	210	60	42.0
4971	P411	wo208	scissor	160	47	0.0
4972	P411	wo208	paper	29	5	0.0
4973	P411	wo208	rock	45	8	0.0
4974	P184	nh268	scissor	137	3	0.0
4975	P184	nh268	paper	349	54	0.0
4976	P184	nh268	rock	167	27	20.0
4977	P405	ud017	scissor	130	36	0.0
4978	P405	ud017	paper	182	127	0.0
4979	P405	ud017	rock	213	138	42.0
4980	P542	bs558	scissor	177	150	0.0
4981	P542	bs558	paper	255	122	38.0
4982	P542	bs558	rock	50	26	23.0
4983	P155	xu893	scissor	264	73	85.0
4984	P155	xu893	paper	315	111	0.0
4985	P155	xu893	rock	291	130	47.0
4986	P526	xh154	scissor	335	5	0.0
4987	P526	xh154	paper	262	44	51.0
4988	P526	xh154	rock	194	18	0.0
4989	P985	se078	scissor	164	95	10.0
4990	P985	se078	paper	193	1	0.0
4991	P985	se078	rock	261	101	23.0
4992	P834	of473	scissor	337	104	11.0
4993	P834	of473	paper	206	34	15.0
4994	P834	of473	rock	137	0	0.0
4995	P424	za039	scissor	329	166	35.0
4996	P424	za039	paper	116	17	0.0
4997	P424	za039	rock	203	59	0.0
4998	P590	ii661	scissor	78	4	0.0
4999	P590	ii661	paper	262	122	0.0
5000	P590	ii661	rock	256	159	0.0
5001	P825	sa558	scissor	144	10	38.0
5002	P825	sa558	paper	219	103	17.0
5003	P825	sa558	rock	134	7	28.0
5004	P448	df578	scissor	172	31	19.0
5005	P448	df578	paper	70	23	7.0
5006	P448	df578	rock	179	23	0.0
5007	P614	vq760	scissor	114	80	13.0
5008	P614	vq760	paper	248	2	0.0
5009	P614	vq760	rock	179	103	0.0
5010	P434	cj002	scissor	174	52	49.0
5011	P434	cj002	paper	95	11	0.0
5012	P434	cj002	rock	277	96	0.0
5013	P631	dm499	scissor	144	19	34.0
5014	P631	dm499	paper	264	140	0.0
5015	P631	dm499	rock	244	63	0.0
5016	P407	vq551	scissor	130	13	0.0
5017	P407	vq551	paper	195	50	0.0
5018	P407	vq551	rock	142	34	0.0
5019	P430	ma328	scissor	207	139	0.0
5020	P430	ma328	paper	221	127	41.0
5021	P430	ma328	rock	25	18	0.0
5022	P085	wc356	scissor	208	107	0.0
5023	P085	wc356	paper	268	1	38.0
5024	P085	wc356	rock	305	4	9.0
5025	P856	rx765	scissor	241	125	0.0
5026	P856	rx765	paper	286	106	0.0
5027	P856	rx765	rock	241	66	48.0
5028	P134	cp662	scissor	308	175	25.0
5029	P134	cp662	paper	166	51	0.0
5030	P134	cp662	rock	297	10	0.0
5031	P412	ue124	scissor	124	12	32.0
5032	P412	ue124	paper	91	8	7.0
5033	P412	ue124	rock	81	22	0.0
5034	P272	nb306	scissor	102	68	0.0
5035	P272	nb306	paper	212	64	43.0
5036	P272	nb306	rock	33	10	0.0
5037	P066	rk333	scissor	150	78	0.0
5038	P066	rk333	paper	238	100	0.0
5039	P066	rk333	rock	223	75	15.0
5040	P693	gz120	scissor	250	116	40.0
5041	P693	gz120	paper	226	93	0.0
5042	P693	gz120	rock	175	37	0.0
5043	P484	gj318	scissor	264	60	0.0
5044	P484	gj318	paper	118	8	0.0
5045	P484	gj318	rock	210	99	34.0
5046	P252	gr734	scissor	157	36	0.0
5047	P252	gr734	paper	128	19	0.0
5048	P252	gr734	rock	202	111	0.0
5049	P233	yw382	scissor	189	53	0.0
5050	P233	yw382	paper	86	5	74.0
5051	P233	yw382	rock	244	4	0.0
5052	P717	el075	scissor	224	55	0.0
5053	P717	el075	paper	241	54	62.0
5054	P717	el075	rock	304	68	44.0
5055	P870	jj867	scissor	197	63	0.0
5056	P870	jj867	paper	136	34	0.0
5057	P870	jj867	rock	113	3	45.0
5058	P247	pk009	scissor	142	109	0.0
5059	P247	pk009	paper	186	19	0.0
5060	P247	pk009	rock	107	54	50.0
5061	P987	sj439	scissor	239	110	35.0
5062	P987	sj439	paper	170	7	0.0
5063	P987	sj439	rock	123	8	26.0
5064	P064	ti835	scissor	111	4	0.0
5065	P064	ti835	paper	251	3	0.0
5066	P064	ti835	rock	215	66	1.0
5067	P200	pm700	scissor	203	33	75.0
5068	P200	pm700	paper	160	5	0.0
5069	P200	pm700	rock	80	32	0.0
5070	P609	rv586	scissor	204	89	0.0
5071	P609	rv586	paper	124	20	32.0
5072	P609	rv586	rock	225	88	0.0
5073	P665	wo476	scissor	451	120	127.0
5074	P665	wo476	paper	304	45	0.0
5075	P665	wo476	rock	178	60	17.0
5076	P609	or691	scissor	101	9	14.0
5077	P609	or691	paper	153	3	55.0
5078	P609	or691	rock	53	0	0.0
5079	P628	cd621	scissor	21	5	14.0
5080	P628	cd621	paper	120	7	0.0
5081	P628	cd621	rock	52	34	0.0
5082	P442	jc624	scissor	198	35	0.0
5083	P442	jc624	paper	80	1	9.0
5084	P442	jc624	rock	280	121	45.0
5085	P345	ks811	scissor	261	127	32.0
5086	P345	ks811	paper	274	157	12.0
5087	P345	ks811	rock	116	16	47.0
5088	P293	xm875	scissor	228	83	0.0
5089	P293	xm875	paper	132	12	0.0
5090	P293	xm875	rock	207	9	62.0
5091	P930	fo549	scissor	201	105	0.0
5092	P930	fo549	paper	89	18	0.0
5093	P930	fo549	rock	116	46	0.0
5094	P739	zr408	scissor	263	67	0.0
5095	P739	zr408	paper	313	141	51.0
5096	P739	zr408	rock	174	6	36.0
5097	P568	hp116	scissor	78	17	0.0
5098	P568	hp116	paper	231	118	0.0
5099	P568	hp116	rock	212	6	0.0
5100	P640	wi857	scissor	164	47	0.0
5101	P640	wi857	paper	179	31	0.0
5102	P640	wi857	rock	248	119	0.0
5103	P068	zo783	scissor	56	15	20.0
5104	P068	zo783	paper	65	5	0.0
5105	P068	zo783	rock	79	17	0.0
5106	P610	gf086	scissor	139	40	0.0
5107	P610	gf086	paper	214	88	51.0
5108	P610	gf086	rock	293	87	34.0
5109	P398	no441	scissor	167	103	0.0
5110	P398	no441	paper	264	120	50.0
5111	P398	no441	rock	114	8	0.0
5112	P378	xc600	scissor	68	16	9.0
5113	P378	xc600	paper	127	23	3.0
5114	P378	xc600	rock	183	105	0.0
5115	P252	hg425	scissor	130	1	67.0
5116	P252	hg425	paper	121	29	0.0
5117	P252	hg425	rock	187	31	62.0
5118	P954	cr523	scissor	185	53	0.0
5119	P954	cr523	paper	165	127	0.0
5120	P954	cr523	rock	53	15	0.0
5121	P859	xl476	scissor	298	17	8.0
5122	P859	xl476	paper	199	5	0.0
5123	P859	xl476	rock	311	178	22.0
5124	P300	jp501	scissor	174	35	0.0
5125	P300	jp501	paper	336	56	102.0
5126	P300	jp501	rock	319	78	0.0
5127	P695	yh208	scissor	194	139	0.0
5128	P695	yh208	paper	174	129	18.0
5129	P695	yh208	rock	0	0	0.0
5130	P351	gu471	scissor	115	19	5.0
5131	P351	gu471	paper	152	20	0.0
5132	P351	gu471	rock	131	18	0.0
5133	P163	gd991	scissor	167	13	103.0
5134	P163	gd991	paper	142	34	21.0
5135	P163	gd991	rock	167	88	46.0
5136	P624	uw576	scissor	144	12	0.0
5137	P624	uw576	paper	165	9	0.0
5138	P624	uw576	rock	141	1	66.0
5139	P484	jl885	scissor	176	89	49.0
5140	P484	jl885	paper	259	125	0.0
5141	P484	jl885	rock	178	103	0.0
5142	P198	ez222	scissor	223	69	0.0
5143	P198	ez222	paper	217	7	54.0
5144	P198	ez222	rock	35	11	0.0
5145	P701	zb886	scissor	127	4	21.0
5146	P701	zb886	paper	163	9	0.0
5147	P701	zb886	rock	85	27	0.0
5148	P500	ym036	scissor	119	76	0.0
5149	P500	ym036	paper	81	1	0.0
5150	P500	ym036	rock	221	72	9.0
5151	P122	fn788	scissor	146	30	0.0
5152	P122	fn788	paper	164	6	0.0
5153	P122	fn788	rock	112	13	0.0
5154	P233	ja000	scissor	41	25	0.0
5155	P233	ja000	paper	25	0	0.0
5156	P233	ja000	rock	109	18	41.0
5157	P175	ck428	scissor	224	47	41.0
5158	P175	ck428	paper	225	70	51.0
5159	P175	ck428	rock	165	3	18.0
5160	P542	bq985	scissor	170	96	1.0
5161	P542	bq985	paper	255	166	40.0
5162	P542	bq985	rock	188	7	0.0
5163	P501	mv484	scissor	244	41	32.0
5164	P501	mv484	paper	259	76	0.0
5165	P501	mv484	rock	70	11	0.0
5166	P560	sx826	scissor	261	96	0.0
5167	P560	sx826	paper	309	130	0.0
5168	P560	sx826	rock	310	35	0.0
5169	P859	sx821	scissor	255	134	26.0
5170	P859	sx821	paper	70	11	39.0
5171	P859	sx821	rock	249	105	0.0
5172	P835	xu310	scissor	65	16	0.0
5173	P835	xu310	paper	135	28	0.0
5174	P835	xu310	rock	139	0	0.0
5175	P595	xo065	scissor	337	156	27.0
5176	P595	xo065	paper	57	10	0.0
5177	P595	xo065	rock	71	26	0.0
5178	P425	qe003	scissor	146	24	0.0
5179	P425	qe003	paper	167	93	0.0
5180	P425	qe003	rock	284	0	48.0
5181	P590	ch644	scissor	244	31	0.0
5182	P590	ch644	paper	218	76	0.0
